Date,Day,Time,DO,DH,DL,DC,BBL20,BBM20,BBH20,EVA8,EVA15,EVA48,EVA90,EVA200,SVA20,SVA50,SVA100,SVA200,WVA200,LSI5,LSI2
2007.05.01,Tuesday,00:00,0.91920,0.92230,0.91450,0.91540,0.00000,0.00000,0.00000,0.91540,0.91540,0.91540,0.91540,0.91540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007.05.02,Wednesday,00:00,0.91550,0.91850,0.91180,0.91280,0.00000,0.00000,0.00000,0.91482,0.91508,0.91529,0.91534,0.91537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007.05.03,Thursday,00:00,0.91290,0.91490,0.90510,0.90700,0.00000,0.00000,0.00000,0.91308,0.91407,0.91496,0.91516,0.91529,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007.05.04,Friday,00:00,0.90710,0.90980,0.90150,0.90950,0.00000,0.00000,0.00000,0.91229,0.91349,0.91473,0.91504,0.91523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,37.31343
2007.05.06,Sunday,00:00,0.90860,0.91230,0.90790,0.91140,0.00000,0.00000,0.00000,0.91209,0.91323,0.91460,0.91496,0.91520,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,60.00000
2007.05.07,Monday,00:00,0.91130,0.91420,0.90770,0.91390,0.00000,0.00000,0.00000,0.91249,0.91332,0.91457,0.91493,0.91518,0.00000,0.00000,0.00000,0.00000,0.00000,45.09804,79.51220
2007.05.08,Tuesday,00:00,0.91400,0.91680,0.91140,0.91580,0.00000,0.00000,0.00000,0.91323,0.91363,0.91462,0.91495,0.91519,0.00000,0.00000,0.00000,0.00000,0.00000,52.47525,88.23529
2007.05.09,Wednesday,00:00,0.91600,0.92140,0.91360,0.91980,0.00000,0.00000,0.00000,0.91469,0.91440,0.91483,0.91506,0.91523,0.00000,0.00000,0.00000,0.00000,0.00000,64.89028,95.78736
2007.05.10,Thursday,00:00,0.91990,0.92250,0.91470,0.91900,0.00000,0.00000,0.00000,0.91565,0.91497,0.91500,0.91514,0.91527,0.00000,0.00000,0.00000,0.00000,0.00000,60.91221,76.21708
2007.05.11,Friday,00:00,0.91920,0.92810,0.91880,0.92290,0.00000,0.00000,0.00000,0.91726,0.91596,0.91532,0.91531,0.91535,0.00000,0.00000,0.00000,0.00000,0.00000,71.54302,92.05121
2007.05.13,Sunday,00:00,0.92370,0.92790,0.92310,0.92410,0.00000,0.00000,0.00000,0.91878,0.91698,0.91568,0.91551,0.91543,0.00000,0.00000,0.00000,0.00000,0.00000,74.23786,94.36140
2007.05.14,Monday,00:00,0.92420,0.92770,0.91930,0.91970,0.00000,0.00000,0.00000,0.91898,0.91732,0.91584,0.91560,0.91548,0.00000,0.00000,0.00000,0.00000,0.00000,51.76846,30.13475
2007.05.15,Tuesday,00:00,0.91960,0.92100,0.91130,0.91390,0.00000,0.00000,0.00000,0.91785,0.91689,0.91577,0.91556,0.91546,0.00000,0.00000,0.00000,0.00000,0.00000,34.54192,10.78387
2007.05.16,Wednesday,00:00,0.91380,0.91410,0.90740,0.91120,0.00000,0.00000,0.00000,0.91638,0.91618,0.91558,0.91547,0.91542,0.00000,0.00000,0.00000,0.00000,0.00000,28.93849,6.74895
2007.05.17,Thursday,00:00,0.91110,0.91200,0.90060,0.90350,0.00000,0.00000,0.00000,0.91351,0.91460,0.91509,0.91520,0.91530,0.00000,0.00000,0.00000,0.00000,0.00000,18.33536,2.15338
2007.05.18,Friday,00:00,0.90340,0.90380,0.89460,0.89530,0.00000,0.00000,0.00000,0.90947,0.91218,0.91428,0.91477,0.91510,0.00000,0.00000,0.00000,0.00000,0.00000,12.32427,0.87883
2007.05.20,Sunday,00:00,0.89700,0.89790,0.89510,0.89590,0.00000,0.00000,0.00000,0.90645,0.91015,0.91353,0.91435,0.91491,0.00000,0.00000,0.00000,0.00000,0.00000,14.87673,8.78006
2007.05.21,Monday,00:00,0.89600,0.89710,0.88740,0.89040,0.00000,0.00000,0.00000,0.90288,0.90768,0.91258,0.91383,0.91467,0.00000,0.00000,0.00000,0.00000,0.00000,11.15548,3.56710
2007.05.22,Tuesday,00:00,0.89030,0.89240,0.88870,0.89240,0.00000,0.00000,0.00000,0.90055,0.90577,0.91176,0.91335,0.91444,0.00000,0.00000,0.00000,0.00000,0.00000,20.22578,32.64927
2007.05.23,Wednesday,00:00,0.89230,0.89540,0.88970,0.89090,0.90673,0.90924,0.91175,0.89841,0.90391,0.91091,0.91286,0.91421,0.90924,0.00000,0.00000,0.00000,0.00000,18.45904,22.48001
2007.05.24,Thursday,00:00,0.89080,0.89200,0.88620,0.88800,0.90516,0.90787,0.91058,0.89610,0.90192,0.90997,0.91231,0.91395,0.90787,0.00000,0.00000,0.00000,0.00000,15.24159,10.19802
2007.05.25,Friday,00:00,0.88790,0.88970,0.88200,0.88310,0.90341,0.90638,0.90936,0.89321,0.89957,0.90888,0.91167,0.91364,0.90638,0.00000,0.00000,0.00000,0.00000,11.14038,3.58292
2007.05.27,Sunday,00:00,0.88340,0.88510,0.88280,0.88410,0.90205,0.90524,0.90843,0.89118,0.89764,0.90787,0.91107,0.91335,0.90524,0.00000,0.00000,0.00000,0.00000,16.84816,23.76659
2007.05.28,Monday,00:00,0.88400,0.88590,0.88250,0.88410,0.90062,0.90397,0.90732,0.88961,0.89594,0.90690,0.91047,0.91306,0.90397,0.00000,0.00000,0.00000,0.00000,16.84816,23.76659
2007.05.29,Tuesday,00:00,0.88420,0.88850,0.87690,0.87840,0.89875,0.90232,0.90589,0.88712,0.89375,0.90573,0.90977,0.91271,0.90232,0.00000,0.00000,0.00000,0.00000,10.71710,4.11693
2007.05.30,Wednesday,00:00,0.87850,0.88480,0.87440,0.88380,0.89718,0.90081,0.90445,0.88638,0.89251,0.90484,0.90920,0.91243,0.90081,0.00000,0.00000,0.00000,0.00000,37.60521,62.64088
2007.05.31,Thursday,00:00,0.88370,0.88740,0.88100,0.88620,0.89572,0.89933,0.90295,0.88634,0.89172,0.90408,0.90869,0.91216,0.89933,0.00000,0.00000,0.00000,0.00000,46.54818,75.78092
2007.06.01,Friday,00:00,0.88630,0.88720,0.88040,0.88320,0.89398,0.89750,0.90103,0.88564,0.89065,0.90322,0.90813,0.91188,0.89750,0.00000,0.00000,0.00000,0.00000,38.03107,40.32388
2007.06.03,Sunday,00:00,0.88330,0.88330,0.88140,0.88290,0.89230,0.89570,0.89910,0.88503,0.88968,0.90240,0.90758,0.91159,0.89570,0.00000,0.00000,0.00000,0.00000,37.18068,36.87336
2007.06.04,Monday,00:00,0.88290,0.88440,0.87850,0.88360,0.89062,0.89373,0.89685,0.88471,0.88892,0.90163,0.90705,0.91131,0.89373,0.00000,0.00000,0.00000,0.00000,41.02678,54.88788
2007.06.05,Tuesday,00:00,0.88370,0.89400,0.88320,0.89190,0.88948,0.89212,0.89477,0.88631,0.88930,0.90123,0.90672,0.91112,0.89212,0.00000,0.00000,0.00000,0.00000,69.08249,94.19210
2007.06.06,Wednesday,00:00,0.89180,0.89510,0.88830,0.89510,0.88870,0.89089,0.89309,0.88826,0.89002,0.90098,0.90646,0.91096,0.89089,0.00000,0.00000,0.00000,0.00000,74.84890,96.52599
2007.06.07,Thursday,00:00,0.89490,0.89730,0.89240,0.89470,0.88811,0.88993,0.89176,0.88969,0.89061,0.90072,0.90620,0.91080,0.88993,0.00000,0.00000,0.00000,0.00000,72.72941,87.71408
2007.06.08,Friday,00:00,0.89480,0.89850,0.89220,0.89570,0.88770,0.88916,0.89062,0.89103,0.89124,0.90052,0.90597,0.91064,0.88916,0.00000,0.00000,0.00000,0.00000,74.94641,91.56449
2007.06.10,Sunday,00:00,0.89540,0.89590,0.89130,0.89240,0.88735,0.88860,0.88986,0.89133,0.89139,0.90019,0.90567,0.91046,0.88860,0.00000,0.00000,0.00000,0.00000,56.12503,29.84072
2007.06.11,Monday,00:00,0.89250,0.89660,0.89090,0.89370,0.88729,0.88852,0.88976,0.89186,0.89168,0.89992,0.90541,0.91030,0.88852,0.00000,0.00000,0.00000,0.00000,60.95362,54.17752
2007.06.12,Tuesday,00:00,0.89380,0.89840,0.89240,0.89770,0.88735,0.88861,0.88988,0.89316,0.89243,0.89983,0.90524,0.91017,0.88861,0.00000,0.00000,0.00000,0.00000,72.56597,85.38191
2007.06.13,Wednesday,00:00,0.89780,0.90050,0.89360,0.89400,0.88750,0.88879,0.89009,0.89334,0.89263,0.89959,0.90500,0.91001,0.88879,0.00000,0.00000,0.00000,0.00000,53.99786,37.78260
2007.06.14,Thursday,00:00,0.89420,0.89560,0.88950,0.89260,0.88751,0.88880,0.89010,0.89318,0.89262,0.89931,0.90472,0.90984,0.88880,0.00000,0.00000,0.00000,0.00000,48.16834,26.57225
2007.06.15,Friday,00:00,0.89270,0.89910,0.88820,0.89880,0.88781,0.88920,0.89059,0.89443,0.89339,0.89929,0.90459,0.90973,0.88920,0.00000,0.00000,0.00000,0.00000,67.55709,79.76068
2007.06.17,Sunday,00:00,0.89830,0.89920,0.89620,0.89760,0.88822,0.88968,0.89114,0.89513,0.89392,0.89922,0.90444,0.90961,0.88968,0.00000,0.00000,0.00000,0.00000,61.95050,62.29361
2007.06.18,Monday,00:00,0.89750,0.90460,0.89700,0.90280,0.88911,0.89066,0.89222,0.89684,0.89503,0.89937,0.90440,0.90954,0.89066,0.00000,0.00000,0.00000,0.00000,73.75048,86.98857
2007.06.19,Tuesday,00:00,0.90300,0.90390,0.89760,0.89920,0.88985,0.89142,0.89299,0.89736,0.89555,0.89936,0.90429,0.90944,0.89142,0.00000,0.00000,0.00000,0.00000,58.14566,45.61964
2007.06.20,Wednesday,00:00,0.89910,0.90380,0.89730,0.90100,0.89067,0.89226,0.89386,0.89817,0.89623,0.89943,0.90422,0.90935,0.89226,0.00000,0.00000,0.00000,0.00000,63.03415,63.14613
2007.06.21,Thursday,00:00,0.90090,0.91060,0.90020,0.90850,0.89215,0.89377,0.89539,0.90047,0.89777,0.89980,0.90431,0.90934,0.89377,0.00000,0.00000,0.00000,0.00000,77.01588,90.00109
2007.06.22,Friday,00:00,0.90840,0.91140,0.90350,0.90480,0.89320,0.89482,0.89644,0.90143,0.89865,0.90000,0.90432,0.90930,0.89482,0.00000,0.00000,0.00000,0.00000,62.44982,52.35751
2007.06.24,Sunday,00:00,0.90440,0.90810,0.90440,0.90730,0.89421,0.89587,0.89754,0.90273,0.89973,0.90030,0.90439,0.90928,0.89587,0.00000,0.00000,0.00000,0.00000,67.62186,69.56164
2007.06.25,Monday,00:00,0.90740,0.91000,0.90430,0.90790,0.89548,0.89711,0.89874,0.90388,0.90075,0.90061,0.90446,0.90926,0.89711,0.00000,0.00000,0.00000,0.00000,68.90667,74.05819
2007.06.26,Tuesday,00:00,0.90800,0.90940,0.90130,0.90300,0.89666,0.89812,0.89957,0.90369,0.90103,0.90071,0.90443,0.90920,0.89812,0.00000,0.00000,0.00000,0.00000,49.04109,21.69971
2007.06.27,Wednesday,00:00,0.90280,0.90340,0.89480,0.89950,0.89768,0.89891,0.90014,0.90276,0.90084,0.90066,0.90432,0.90911,0.89891,0.90001,0.00000,0.00000,0.00000,39.00173,10.79594
2007.06.28,Thursday,00:00,0.89930,0.90080,0.89420,0.89760,0.89802,0.89920,0.90037,0.90161,0.90043,0.90053,0.90418,0.90899,0.89920,0.89965,0.00000,0.00000,0.00000,34.24471,6.98516
2007.06.29,Friday,00:00,0.89770,0.90600,0.89010,0.90430,0.89848,0.89965,0.90083,0.90221,0.90092,0.90069,0.90418,0.90894,0.89965,0.89948,0.00000,0.00000,0.00000,57.23590,73.34405
2007.07.01,Sunday,00:00,0.90580,0.90580,0.90270,0.90380,0.89895,0.90011,0.90127,0.90256,0.90128,0.90081,0.90417,0.90889,0.90011,0.89942,0.00000,0.00000,0.00000,55.42804,66.28587
2007.07.02,Monday,00:00,0.90360,0.90820,0.90260,0.90430,0.89938,0.90054,0.90170,0.90295,0.90166,0.90096,0.90417,0.90885,0.90054,0.89931,0.00000,0.00000,0.00000,57.12102,71.72743
2007.07.03,Tuesday,00:00,0.90430,0.90880,0.90230,0.90860,0.90021,0.90135,0.90249,0.90420,0.90252,0.90127,0.90427,0.90885,0.90135,0.89926,0.00000,0.00000,0.00000,69.55305,92.51282
2007.07.04,Wednesday,00:00,0.90840,0.90900,0.90470,0.90640,0.90090,0.90199,0.90307,0.90469,0.90301,0.90148,0.90432,0.90882,0.90199,0.89911,0.00000,0.00000,0.00000,58.67365,52.79581
2007.07.05,Thursday,00:00,0.90630,0.91020,0.90310,0.90540,0.90129,0.90237,0.90345,0.90485,0.90331,0.90164,0.90434,0.90879,0.90237,0.89890,0.00000,0.00000,0.00000,53.88469,37.97481
2007.07.06,Friday,00:00,0.90550,0.90560,0.89690,0.90010,0.90169,0.90268,0.90366,0.90379,0.90291,0.90157,0.90425,0.90870,0.90268,0.89851,0.00000,0.00000,0.00000,34.97337,9.55181
2007.07.08,Sunday,00:00,0.89940,0.90000,0.89800,0.89910,0.90215,0.90300,0.90385,0.90275,0.90243,0.90147,0.90413,0.90861,0.90300,0.89811,0.00000,0.00000,0.00000,32.29981,7.44815
2007.07.09,Monday,00:00,0.89910,0.90340,0.89730,0.90230,0.90236,0.90317,0.90399,0.90265,0.90241,0.90151,0.90409,0.90854,0.90317,0.89770,0.00000,0.00000,0.00000,48.15356,61.58907
2007.07.10,Tuesday,00:00,0.90240,0.90900,0.89920,0.90620,0.90283,0.90360,0.90438,0.90344,0.90289,0.90170,0.90414,0.90852,0.90360,0.89734,0.00000,0.00000,0.00000,61.78636,84.16623
2007.07.11,Wednesday,00:00,0.90640,0.91340,0.90620,0.90810,0.90306,0.90387,0.90468,0.90448,0.90354,0.90196,0.90423,0.90851,0.90387,0.89711,0.00000,0.00000,0.00000,67.06082,89.93217
2007.07.12,Thursday,00:00,0.90820,0.90870,0.90320,0.90570,0.90342,0.90419,0.90497,0.90475,0.90381,0.90211,0.90426,0.90849,0.90419,0.89694,0.00000,0.00000,0.00000,55.06108,46.84044
2007.07.13,Friday,00:00,0.90560,0.91270,0.90530,0.91230,0.90391,0.90476,0.90561,0.90643,0.90487,0.90253,0.90444,0.90852,0.90476,0.89696,0.00000,0.00000,0.00000,72.17576,85.37712
2007.07.15,Sunday,00:00,0.91160,0.91310,0.91050,0.91280,0.90404,0.90497,0.90591,0.90784,0.90586,0.90295,0.90462,0.90857,0.90497,0.89715,0.00000,0.00000,0.00000,73.14431,86.82430
2007.07.16,Monday,00:00,0.91270,0.91600,0.90780,0.91090,0.90430,0.90528,0.90626,0.90852,0.90649,0.90327,0.90476,0.90859,0.90528,0.89746,0.00000,0.00000,0.00000,62.76626,49.55306
2007.07.17,Tuesday,00:00,0.91040,0.91520,0.90890,0.91500,0.90457,0.90566,0.90676,0.90996,0.90755,0.90375,0.90498,0.90865,0.90566,0.89784,0.00000,0.00000,0.00000,73.07200,82.31575
2007.07.18,Wednesday,00:00,0.91520,0.91850,0.91200,0.91640,0.90486,0.90609,0.90732,0.91139,0.90866,0.90427,0.90523,0.90873,0.90609,0.89836,0.00000,0.00000,0.00000,75.91715,87.74926
2007.07.19,Thursday,00:00,0.91680,0.91910,0.91400,0.91880,0.90551,0.90688,0.90825,0.91304,0.90993,0.90486,0.90553,0.90883,0.90688,0.89889,0.00000,0.00000,0.00000,80.36312,94.03403
2007.07.20,Friday,00:00,0.91900,0.92300,0.91680,0.92250,0.90650,0.90803,0.90956,0.91514,0.91150,0.90558,0.90591,0.90897,0.90803,0.89952,0.00000,0.00000,0.00000,85.51598,97.68921
2007.07.22,Sunday,00:00,0.92150,0.92270,0.92010,0.92150,0.90765,0.90922,0.91080,0.91655,0.91275,0.90623,0.90625,0.90909,0.90922,0.90019,0.00000,0.00000,0.00000,78.55224,73.38578
2007.07.23,Monday,00:00,0.92170,0.92680,0.91990,0.92480,0.90851,0.91025,0.91199,0.91839,0.91426,0.90699,0.90666,0.90925,0.91025,0.90103,0.00000,0.00000,0.00000,83.94517,89.92637
2007.07.24,Tuesday,00:00,0.92500,0.92630,0.91150,0.91710,0.90918,0.91091,0.91265,0.91810,0.91461,0.90740,0.90689,0.90933,0.91091,0.90169,0.00000,0.00000,0.00000,48.42857,23.05623
2007.07.25,Wednesday,00:00,0.91730,0.92250,0.91480,0.92110,0.90998,0.91175,0.91353,0.91877,0.91542,0.90796,0.90720,0.90944,0.91175,0.90243,0.00000,0.00000,0.00000,59.54343,56.59226
2007.07.26,Thursday,00:00,0.92130,0.92570,0.91510,0.92140,0.91057,0.91239,0.91422,0.91935,0.91617,0.90851,0.90751,0.90956,0.91239,0.90329,0.00000,0.00000,0.00000,60.34468,59.25600
2007.07.27,Friday,00:00,0.92150,0.92220,0.90410,0.90630,0.91056,0.91239,0.91422,0.91645,0.91494,0.90842,0.90748,0.90953,0.91239,0.90374,0.00000,0.00000,0.00000,26.86672,8.25582
2007.07.29,Sunday,00:00,0.90290,0.90850,0.90160,0.90700,0.91066,0.91247,0.91428,0.91435,0.91394,0.90836,0.90747,0.90951,0.91247,0.90415,0.00000,0.00000,0.00000,29.14457,15.03577
2007.07.30,Monday,00:00,0.90690,0.91720,0.90270,0.91580,0.91156,0.91325,0.91495,0.91467,0.91418,0.90866,0.90766,0.90957,0.91325,0.90481,0.00000,0.00000,0.00000,52.42830,70.27219
2007.07.31,Tuesday,00:00,0.91560,0.91600,0.90620,0.90890,0.91221,0.91374,0.91528,0.91339,0.91352,0.90867,0.90768,0.90956,0.91374,0.90533,0.00000,0.00000,0.00000,39.65610,34.79688
2007.08.01,Wednesday,00:00,0.90910,0.90940,0.89790,0.90080,0.91211,0.91367,0.91523,0.91059,0.91193,0.90835,0.90753,0.90947,0.91367,0.90567,0.00000,0.00000,0.00000,29.21313,15.92355
2007.08.02,Thursday,00:00,0.90090,0.90670,0.89850,0.90200,0.91183,0.91346,0.91509,0.90868,0.91069,0.90809,0.90741,0.90940,0.91346,0.90587,0.00000,0.00000,0.00000,32.50463,27.56444
2007.08.03,Friday,00:00,0.90210,0.90630,0.90030,0.90300,0.91151,0.91320,0.91490,0.90742,0.90973,0.90789,0.90731,0.90934,0.91320,0.90603,0.00000,0.00000,0.00000,35.62282,41.14567
2007.08.05,Sunday,00:00,0.90150,0.90460,0.90010,0.90340,0.91136,0.91309,0.91482,0.90653,0.90893,0.90770,0.90723,0.90928,0.91309,0.90620,0.00000,0.00000,0.00000,37.07631,48.82211
2007.08.06,Monday,00:00,0.90360,0.90530,0.89980,0.90240,0.91078,0.91260,0.91441,0.90561,0.90812,0.90749,0.90712,0.90921,0.91260,0.90634,0.00000,0.00000,0.00000,34.63278,29.55055
2007.08.07,Tuesday,00:00,0.90230,0.90520,0.89840,0.90210,0.91017,0.91206,0.91395,0.90483,0.90737,0.90727,0.90701,0.90914,0.91206,0.90653,0.00000,0.00000,0.00000,33.79749,23.89201
2007.08.08,Wednesday,00:00,0.90230,0.90640,0.90060,0.90620,0.90991,0.91182,0.91374,0.90513,0.90722,0.90722,0.90699,0.90911,0.91182,0.90678,0.00000,0.00000,0.00000,53.11516,87.79141
2007.08.09,Thursday,00:00,0.90630,0.90760,0.89480,0.89550,0.90877,0.91085,0.91293,0.90299,0.90575,0.90674,0.90674,0.90897,0.91085,0.90674,0.00000,0.00000,0.00000,27.21206,16.31131
2007.08.10,Friday,00:00,0.89540,0.89560,0.88650,0.88900,0.90714,0.90948,0.91182,0.89988,0.90366,0.90602,0.90635,0.90877,0.90948,0.90664,0.00000,0.00000,0.00000,19.85823,8.19985
2007.08.12,Sunday,00:00,0.89110,0.89580,0.88950,0.89410,0.90583,0.90824,0.91066,0.89860,0.90247,0.90553,0.90608,0.90863,0.90824,0.90667,0.00000,0.00000,0.00000,36.64906,48.43741
2007.08.13,Monday,00:00,0.89400,0.89450,0.88190,0.88580,0.90387,0.90641,0.90895,0.89575,0.90038,0.90473,0.90564,0.90840,0.90641,0.90641,0.00000,0.00000,0.00000,25.69669,19.96037
2007.08.14,Tuesday,00:00,0.88570,0.89230,0.88370,0.88940,0.90226,0.90480,0.90735,0.89434,0.89901,0.90410,0.90528,0.90821,0.90480,0.90624,0.00000,0.00000,0.00000,36.05700,46.99355
2007.08.15,Wednesday,00:00,0.88950,0.88980,0.86570,0.86740,0.89897,0.90193,0.90490,0.88836,0.89506,0.90260,0.90445,0.90781,0.90193,0.90554,0.00000,0.00000,0.00000,17.46008,9.16407
2007.08.16,Thursday,00:00,0.86720,0.87760,0.84030,0.84270,0.89407,0.89821,0.90236,0.87821,0.88851,0.90016,0.90309,0.90716,0.89821,0.90441,0.00000,0.00000,0.00000,10.12866,3.26405
2007.08.17,Friday,00:00,0.84280,0.84950,0.82680,0.84490,0.88963,0.89440,0.89918,0.87081,0.88306,0.89790,0.90181,0.90654,0.89440,0.90328,0.00000,0.00000,0.00000,14.14246,13.21707
2007.08.19,Sunday,00:00,0.84710,0.84850,0.83730,0.84120,0.88512,0.89039,0.89567,0.86423,0.87783,0.89559,0.90048,0.90589,0.89039,0.90194,0.00000,0.00000,0.00000,12.92859,9.81894
2007.08.20,Monday,00:00,0.84110,0.85420,0.84070,0.85060,0.88204,0.88761,0.89318,0.86120,0.87443,0.89375,0.89938,0.90534,0.88761,0.90085,0.00000,0.00000,0.00000,31.57855,60.89889
2007.08.21,Tuesday,00:00,0.85050,0.85280,0.84380,0.85130,0.87906,0.88482,0.89059,0.85900,0.87153,0.89202,0.89833,0.90480,0.88482,0.89973,0.00000,0.00000,0.00000,32.91607,63.94084
2007.08.22,Wednesday,00:00,0.85120,0.86360,0.84990,0.86220,0.87652,0.88214,0.88777,0.85971,0.87037,0.89080,0.89753,0.90438,0.88214,0.89882,0.00000,0.00000,0.00000,51.40584,89.46506
2007.08.23,Thursday,00:00,0.86210,0.86710,0.85810,0.86510,0.87446,0.87995,0.88545,0.86091,0.86971,0.88975,0.89682,0.90399,0.87995,0.89806,0.00000,0.00000,0.00000,55.48612,92.34741
2007.08.24,Friday,00:00,0.86500,0.87000,0.86110,0.86990,0.87302,0.87841,0.88380,0.86291,0.86973,0.88894,0.89623,0.90365,0.87841,0.89747,0.89874,0.00000,0.00000,62.07465,95.98438
2007.08.26,Sunday,00:00,0.87010,0.87330,0.86980,0.87220,0.87167,0.87692,0.88217,0.86497,0.87004,0.88826,0.89570,0.90333,0.87692,0.89696,0.89831,0.00000,0.00000,65.16303,97.24099
2007.08.27,Monday,00:00,0.87210,0.87500,0.86830,0.87010,0.87021,0.87527,0.88034,0.86611,0.87005,0.88752,0.89514,0.90300,0.87527,0.89628,0.89788,0.00000,0.00000,59.62179,61.88021
2007.08.28,Tuesday,00:00,0.87030,0.87300,0.85880,0.86100,0.86828,0.87315,0.87803,0.86498,0.86892,0.88644,0.89439,0.90259,0.87315,0.89542,0.89742,0.00000,0.00000,40.81965,14.90532
2007.08.29,Wednesday,00:00,0.86080,0.87260,0.85860,0.86690,0.86677,0.87138,0.87599,0.86540,0.86867,0.88564,0.89378,0.90223,0.87138,0.89467,0.89699,0.00000,0.00000,52.86604,57.11735
2007.08.30,Thursday,00:00,0.86710,0.86960,0.86020,0.86610,0.86527,0.86958,0.87389,0.86556,0.86834,0.88484,0.89317,0.90187,0.86958,0.89382,0.89654,0.00000,0.00000,51.10295,50.34474
2007.08.31,Friday,00:00,0.86630,0.86990,0.85710,0.86360,0.86362,0.86745,0.87128,0.86512,0.86775,0.88397,0.89252,0.90149,0.86745,0.89297,0.89604,0.00000,0.00000,45.21290,28.91573
2007.09.02,Sunday,00:00,0.86110,0.86650,0.86100,0.86490,0.86241,0.86592,0.86943,0.86507,0.86740,0.88320,0.89192,0.90113,0.86592,0.89216,0.89553,0.00000,0.00000,49.03137,50.72733
2007.09.03,Monday,00:00,0.86470,0.86860,0.86140,0.86780,0.86157,0.86486,0.86815,0.86568,0.86745,0.88257,0.89139,0.90079,0.86486,0.89151,0.89501,0.00000,0.00000,57.32507,79.20093
2007.09.04,Tuesday,00:00,0.86760,0.87100,0.86180,0.86570,0.86056,0.86344,0.86632,0.86568,0.86723,0.88188,0.89082,0.90045,0.86344,0.89084,0.89448,0.00000,0.00000,49.96558,43.11599
2007.09.05,Wednesday,00:00,0.86560,0.86890,0.86140,0.86580,0.85982,0.86244,0.86506,0.86571,0.86705,0.88122,0.89027,0.90010,0.86244,0.89011,0.89391,0.00000,0.00000,50.34503,45.48163
2007.09.06,Thursday,00:00,0.86600,0.87300,0.86510,0.87150,0.85930,0.86154,0.86379,0.86700,0.86761,0.88083,0.88986,0.89982,0.86154,0.88942,0.89338,0.00000,0.00000,67.76377,90.50357
2007.09.07,Friday,00:00,0.87140,0.87360,0.86650,0.87170,0.85947,0.86176,0.86405,0.86804,0.86812,0.88045,0.88946,0.89954,0.86176,0.88869,0.89290,0.00000,0.00000,68.25224,91.02376
2007.09.09,Sunday,00:00,0.87100,0.87140,0.86440,0.86820,0.86097,0.86304,0.86510,0.86808,0.86813,0.87995,0.88899,0.89922,0.86304,0.88794,0.89244,0.00000,0.00000,51.26105,31.20238
2007.09.10,Monday,00:00,0.86830,0.87170,0.86580,0.86870,0.86240,0.86423,0.86605,0.86822,0.86820,0.87949,0.88855,0.89892,0.86423,0.88707,0.89202,0.00000,0.00000,53.33551,42.07849
2007.09.11,Tuesday,00:00,0.86850,0.87110,0.86220,0.86930,0.86428,0.86563,0.86698,0.86846,0.86834,0.87908,0.88812,0.89863,0.86563,0.88620,0.89168,0.00000,0.00000,56.13597,58.01001
2007.09.12,Wednesday,00:00,0.86940,0.87360,0.86770,0.86920,0.86547,0.86656,0.86765,0.86862,0.86844,0.87867,0.88771,0.89833,0.86656,0.88537,0.89141,0.00000,0.00000,55.44279,53.13807
2007.09.13,Thursday,00:00,0.86900,0.87150,0.86360,0.86790,0.86668,0.86739,0.86810,0.86846,0.86838,0.87823,0.88727,0.89803,0.86739,0.88442,0.89113,0.00000,0.00000,46.17697,16.69121
2007.09.14,Friday,00:00,0.86740,0.87030,0.86430,0.86680,0.86696,0.86762,0.86828,0.86809,0.86818,0.87777,0.88682,0.89772,0.86762,0.88343,0.89090,0.00000,0.00000,39.24058,7.72478
2007.09.16,Sunday,00:00,0.86690,0.86900,0.86540,0.86820,0.86713,0.86778,0.86842,0.86812,0.86818,0.87738,0.88641,0.89743,0.86778,0.88242,0.89066,0.00000,0.00000,50.95995,61.02263
2007.09.17,Monday,00:00,0.86810,0.86820,0.85100,0.85240,0.86589,0.86690,0.86791,0.86462,0.86621,0.87636,0.88567,0.89698,0.86690,0.88102,0.89027,0.00000,0.00000,13.69520,4.34721
2007.09.18,Tuesday,00:00,0.85230,0.86430,0.85070,0.86000,0.86526,0.86629,0.86732,0.86360,0.86543,0.87569,0.88510,0.89661,0.86629,0.87979,0.88999,0.00000,0.00000,40.05275,49.48338
2007.09.19,Wednesday,00:00,0.85990,0.87120,0.85920,0.87040,0.86528,0.86630,0.86733,0.86511,0.86605,0.87547,0.88478,0.89635,0.86630,0.87870,0.88986,0.00000,0.00000,60.62309,77.95427
2007.09.20,Thursday,00:00,0.87060,0.87360,0.86170,0.86560,0.86555,0.86653,0.86752,0.86522,0.86600,0.87507,0.88436,0.89604,0.86653,0.87767,0.88968,0.00000,0.00000,50.60503,51.27757
2007.09.21,Friday,00:00,0.86540,0.86780,0.86080,0.86710,0.86556,0.86654,0.86753,0.86564,0.86614,0.87475,0.88398,0.89575,0.86654,0.87659,0.88951,0.00000,0.00000,53.60020,59.86227
2007.09.23,Sunday,00:00,0.86690,0.86710,0.86450,0.86500,0.86550,0.86649,0.86748,0.86549,0.86599,0.87435,0.88356,0.89545,0.86649,0.87546,0.88938,0.00000,0.00000,48.45807,40.08592
